satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department_RandD,Department_accounting,Department_hr,Department_management,Department_marketing,Department_product_mng,Department_sales,Department_support,Department_technical,salary_low,salary_medium,satisfaction_level_sq,avg_hours_x_salary_low,avg_hours_x_salary_medium,time_spend_x_salary_low,time_spend_x_salary_medium,num_project_x_salary_low,num_project_x_salary_medium
0.93,0.59,3,233,3,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.8649000000000001,233,0,3,0,3,0
0.76,0.49,5,243,3,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.5776,243,0,3,0,5,0
0.5,0.54,4,175,2,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.25,175,0,2,0,4,0
0.79,0.55,4,266,3,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.6241000000000001,266,0,3,0,4,0
0.97,0.95,5,201,2,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.9409,201,0,2,0,5,0
0.6,0.49,5,259,4,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.36,259,0,4,0,5,0
0.84,0.73,5,105,5,0,0,0,False,False,False,False,False,False,False,True,False,True,False,0.7055999999999999,105,0,5,0,5,0
0.75,0.99,5,189,3,0,0,0,False,False,False,False,False,False,False,True,False,True,False,0.5625,189,0,3,0,5,0
0.24,0.91,4,232,2,0,0,0,False,False,False,False,False,False,False,True,False,True,False,0.0576,232,0,2,0,4,0
0.24,0.91,5,258,6,0,0,0,False,False,False,False,False,False,False,True,False,True,False,0.0576,258,0,6,0,5,0
0.51,0.58,5,173,3,0,0,0,False,False,False,False,False,False,False,True,False,True,False,0.2601,173,0,3,0,5,0
0.5,0.88,4,147,3,0,0,0,False,False,False,False,False,False,False,True,False,False,True,0.25,0,147,0,3,0,4
0.66,0.36,3,256,6,0,0,0,False,False,False,False,False,False,False,True,False,False,True,0.43560000000000004,0,256,0,6,0,3
0.97,0.77,3,206,4,0,0,0,False,False,False,False,False,False,False,True,False,False,True,0.9409,0,206,0,4,0,3
0.61,0.5,4,175,3,0,0,0,False,False,False,False,False,False,False,True,False,False,True,0.3721,0,175,0,3,0,4
0.77,0.49,4,274,2,1,0,0,False,False,False,False,False,False,False,True,False,False,True,0.5929,0,274,0,2,0,4
0.74,0.64,3,229,3,0,0,0,False,False,False,False,False,False,False,True,False,False,True,0.5476,0,229,0,3,0,3
0.92,0.98,4,161,3,0,0,0,False,False,False,False,False,False,False,False,True,False,True,0.8464,0,161,0,3,0,4
0.78,0.99,2,188,2,0,0,0,False,False,False,False,False,False,False,False,True,False,True,0.6084,0,188,0,2,0,2
0.56,0.57,3,205,3,0,0,0,False,False,False,False,False,False,False,False,True,False,True,0.31360000000000005,0,205,0,3,0,3
0.82,0.63,3,246,3,0,0,0,False,False,False,True,False,False,False,False,False,False,True,0.6723999999999999,0,246,0,3,0,3
0.26,0.98,5,161,5,0,0,0,False,False,False,False,False,False,False,False,False,False,True,0.06760000000000001,0,161,0,5,0,5
0.69,0.85,5,246,3,0,0,0,False,False,False,False,False,False,False,False,False,False,True,0.4760999999999999,0,246,0,3,0,5
0.78,0.83,4,158,3,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0.6084,0,0,0,0,0,0
0.67,0.86,3,175,3,0,0,0,False,False,False,False,False,False,False,False,False,True,False,0.4489000000000001,175,0,3,0,3,0
0.77,0.91,5,268,3,1,0,0,False,False,False,False,False,False,False,False,False,False,True,0.5929,0,268,0,3,0,5
0.8,0.63,4,211,2,0,0,0,False,False,False,False,False,True,False,False,False,False,True,0.6400000000000001,0,211,0,2,0,4
0.51,0.51,3,274,2,0,0,0,False,False,False,False,False,True,False,False,False,False,True,0.2601,0,274,0,2,0,3
0.77,0.52,4,241,3,0,0,0,False,False,False,False,False,True,False,False,False,False,True,0.5929,0,241,0,3,0,4
0.65,0.71,3,170,2,0,0,0,False,False,False,False,False,True,False,False,False,True,False,0.42250000000000004,170,0,2,0,3,0
0.58,0.53,3,287,5,0,0,0,False,False,False,False,False,False,False,False,False,True,False,0.3364,287,0,5,0,3,0
0.67,0.39,2,235,6,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0.4489000000000001,235,0,6,0,2,0
0.33,0.39,3,98,3,1,0,0,True,False,False,False,False,False,False,False,False,True,False,0.10890000000000001,98,0,3,0,3,0
0.78,0.66,6,105,5,1,0,0,True,False,False,False,False,False,False,False,False,True,False,0.6084,105,0,5,0,6,0
0.58,0.83,3,226,3,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0.3364,226,0,3,0,3,0
0.63,0.59,4,171,4,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0.39690000000000003,171,0,4,0,4,0
0.63,0.51,4,153,4,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0.39690000000000003,153,0,4,0,4,0
0.59,0.55,3,183,4,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0.34809999999999997,183,0,4,0,3,0
0.6,0.9,5,139,3,0,0,0,False,False,False,False,False,False,True,False,False,True,False,0.36,139,0,3,0,5,0
0.93,0.9,5,210,3,0,0,0,False,True,False,False,False,False,False,False,False,True,False,0.8649000000000001,210,0,3,0,5,0
0.78,0.77,2,177,4,0,0,0,False,False,False,False,False,False,False,True,False,True,False,0.6084,177,0,4,0,2,0
0.65,0.6,3,148,2,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.42250000000000004,148,0,2,0,3,0
1.0,0.61,4,198,2,0,0,0,False,False,False,True,False,False,False,False,False,True,False,1.0,198,0,2,0,4,0
0.96,1.0,3,137,4,1,0,0,False,False,False,False,True,False,False,False,False,True,False,0.9216,137,0,4,0,3,0
0.54,0.97,5,233,3,1,0,0,False,False,False,False,True,False,False,False,False,True,False,0.2916,233,0,3,0,5,0
0.98,0.69,2,204,4,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0.9603999999999999,204,0,4,0,2,0
0.34,0.59,2,164,2,0,0,0,False,False,False,False,False,False,True,False,False,True,False,0.11560000000000002,164,0,2,0,2,0
0.71,0.53,5,162,2,0,0,0,False,False,False,False,False,False,True,False,False,True,False,0.5041,162,0,2,0,5,0
0.64,0.64,3,180,2,1,0,0,False,False,False,False,False,False,True,False,False,True,False,0.4096,180,0,2,0,3,0
0.71,0.93,2,199,2,0,0,0,False,False,False,False,False,False,True,False,False,True,False,0.5041,199,0,2,0,2,0
0.58,0.63,4,190,2,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.3364,0,190,0,2,0,4
0.87,0.96,4,151,3,1,0,0,False,False,False,False,False,False,True,False,False,False,True,0.7569,0,151,0,3,0,4
0.58,0.85,4,162,3,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.3364,0,162,0,3,0,4
0.87,0.67,3,139,2,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.7569,0,139,0,2,0,3
0.72,0.86,3,231,3,1,0,0,False,False,False,False,False,False,True,False,False,False,True,0.5184,0,231,0,3,0,3
0.67,0.83,5,269,2,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.4489000000000001,0,269,0,2,0,5
0.53,0.97,4,249,3,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.28090000000000004,0,249,0,3,0,4
0.78,0.61,3,148,2,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.6084,0,148,0,2,0,3
0.19,0.63,4,233,5,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.0361,0,233,0,5,0,4
1.0,0.88,4,240,4,0,0,0,False,False,False,False,False,False,True,False,False,False,True,1.0,0,240,0,4,0,4
0.75,0.75,5,229,2,1,0,0,False,False,False,False,False,False,True,False,False,False,True,0.5625,0,229,0,2,0,5
0.29,0.66,3,256,2,1,0,0,False,False,False,False,False,False,True,False,False,False,True,0.0841,0,256,0,2,0,3
0.37,0.7,2,188,2,0,0,0,False,False,False,False,False,False,True,False,False,False,False,0.1369,0,0,0,0,0,0
0.78,0.5,3,167,2,0,0,0,False,False,False,False,False,False,True,False,False,True,False,0.6084,167,0,2,0,3,0
0.24,0.64,5,190,4,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.0576,0,190,0,4,0,5
0.49,0.7,4,168,3,0,0,0,False,True,False,False,False,False,False,False,False,False,True,0.24009999999999998,0,168,0,3,0,4
0.18,0.64,6,154,5,0,0,0,False,True,False,False,False,False,False,False,False,False,True,0.0324,0,154,0,5,0,6
0.76,0.85,4,135,3,0,0,0,False,True,False,False,False,False,False,False,False,False,True,0.5776,0,135,0,3,0,4
0.5,0.97,4,217,3,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0.25,217,0,3,0,4,0
0.82,0.94,3,253,2,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0.6723999999999999,253,0,2,0,3,0
0.97,0.94,3,180,3,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0.9409,180,0,3,0,3,0
0.72,0.9,4,225,2,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0.5184,225,0,2,0,4,0
0.98,0.64,4,134,3,1,0,0,False,False,False,False,False,False,False,False,True,True,False,0.9603999999999999,134,0,3,0,4,0
0.76,0.73,3,192,2,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.5776,192,0,2,0,3,0
0.72,0.88,3,224,3,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.5184,224,0,3,0,3,0
0.96,0.91,3,260,5,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.9216,260,0,5,0,3,0
0.62,0.78,3,178,3,1,0,0,False,False,False,False,False,False,False,False,True,True,False,0.3844,178,0,3,0,3,0
0.25,0.98,4,166,5,1,0,0,False,False,False,False,False,False,False,False,True,True,False,0.0625,166,0,5,0,4,0
0.82,0.56,5,180,3,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.6723999999999999,180,0,3,0,5,0
0.59,0.9,3,189,2,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.34809999999999997,189,0,2,0,3,0
0.94,0.73,3,154,3,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.8835999999999999,154,0,3,0,3,0
0.72,0.88,3,236,3,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.5184,236,0,3,0,3,0
0.53,0.78,5,198,3,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.28090000000000004,198,0,3,0,5,0
0.67,0.83,3,148,3,0,0,0,False,False,False,False,False,False,False,True,False,True,False,0.4489000000000001,148,0,3,0,3,0
0.99,0.52,4,205,2,0,0,0,False,False,False,False,False,False,False,True,False,True,False,0.9801,205,0,2,0,4,0
0.64,0.53,4,133,3,0,0,0,False,False,False,False,False,False,False,True,False,True,False,0.4096,133,0,3,0,4,0
0.61,0.57,4,160,3,1,0,0,False,False,False,False,False,False,False,True,False,True,False,0.3721,160,0,3,0,4,0
0.89,0.85,4,201,2,1,0,0,False,False,False,False,False,False,False,True,False,True,False,0.7921,201,0,2,0,4,0
0.61,0.7,5,157,4,0,0,0,False,False,False,False,False,False,False,True,False,True,False,0.3721,157,0,4,0,5,0
0.9,0.74,3,260,2,0,0,0,False,False,False,False,False,False,False,True,False,False,True,0.81,0,260,0,2,0,3
0.96,0.51,5,152,3,0,0,0,False,False,False,False,False,False,False,True,False,False,True,0.9216,0,152,0,3,0,5
0.62,0.55,4,218,3,0,0,0,False,False,False,False,False,False,False,True,False,False,True,0.3844,0,218,0,3,0,4
0.89,0.57,3,252,2,0,0,0,False,False,False,False,False,False,False,True,False,False,True,0.7921,0,252,0,2,0,3
0.52,0.67,4,216,3,0,0,0,False,False,False,False,False,False,False,True,False,False,True,0.27040000000000003,0,216,0,3,0,4
0.66,0.99,3,183,2,0,0,0,False,False,False,False,False,False,False,False,True,False,True,0.43560000000000004,0,183,0,2,0,3
0.96,0.6,5,269,2,0,0,0,False,False,False,False,False,False,False,False,True,False,True,0.9216,0,269,0,2,0,5
0.95,0.89,5,132,4,0,0,0,False,False,False,False,False,False,False,False,True,False,True,0.9025,0,132,0,4,0,5
0.75,0.98,4,170,4,0,0,0,False,False,False,True,False,False,False,False,False,False,True,0.5625,0,170,0,4,0,4
0.39,0.87,5,257,5,1,0,0,False,False,False,False,False,False,False,False,False,False,True,0.1521,0,257,0,5,0,5
0.93,0.69,3,138,2,0,0,0,False,False,False,False,False,False,False,False,False,False,True,0.8649000000000001,0,138,0,2,0,3
0.44,0.54,3,115,3,0,0,0,False,False,False,False,False,False,False,False,False,False,True,0.1936,0,115,0,3,0,3
0.9,0.67,3,165,2,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0.81,0,0,0,0,0,0
0.75,0.81,3,214,3,0,0,0,False,False,False,False,False,False,False,False,False,True,False,0.5625,214,0,3,0,3,0
0.45,0.75,2,246,2,0,0,0,False,False,False,False,False,True,False,False,False,False,True,0.2025,0,246,0,2,0,2
0.42,0.6,2,188,3,0,0,0,False,False,False,False,False,True,False,False,False,False,True,0.17639999999999997,0,188,0,3,0,2
0.99,0.82,3,255,2,0,0,0,False,False,False,False,False,True,False,False,False,False,True,0.9801,0,255,0,2,0,3
0.89,0.91,4,190,2,0,0,0,False,False,False,False,False,True,False,False,False,False,True,0.7921,0,190,0,2,0,4
0.96,0.9,4,164,4,0,0,0,False,False,False,False,False,False,False,False,False,True,False,0.9216,164,0,4,0,4,0
0.5,0.46,3,165,3,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0.25,165,0,3,0,3,0
0.59,0.59,3,141,3,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0.34809999999999997,141,0,3,0,3,0
0.57,0.69,3,154,2,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0.32489999999999997,154,0,2,0,3,0
1.0,0.87,3,165,2,0,0,0,True,False,False,False,False,False,False,False,False,True,False,1.0,165,0,2,0,3,0
0.6,0.59,5,266,2,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0.36,266,0,2,0,5,0
0.21,0.85,6,235,6,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0.04409999999999999,235,0,6,0,6,0
0.63,0.83,4,159,2,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0.39690000000000003,159,0,2,0,4,0
0.8,0.82,3,218,3,0,0,0,False,False,False,False,False,False,True,False,False,True,False,0.6400000000000001,218,0,3,0,3,0
0.51,0.96,3,149,4,0,0,0,False,True,False,False,False,False,False,False,False,True,False,0.2601,149,0,4,0,3,0
0.89,0.96,5,239,3,0,0,0,False,False,False,False,False,False,False,True,False,True,False,0.7921,239,0,3,0,5,0
0.83,0.58,4,225,3,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.6889,225,0,3,0,4,0
0.77,0.74,6,247,3,0,0,0,False,False,False,True,False,False,False,False,False,True,False,0.5929,247,0,3,0,6,0
0.79,0.99,4,183,2,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0.6241000000000001,183,0,2,0,4,0
0.63,0.85,5,214,2,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0.39690000000000003,214,0,2,0,5,0
0.68,0.48,5,113,2,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0.4624000000000001,113,0,2,0,5,0
0.74,0.69,4,244,2,0,0,0,False,False,False,False,False,False,True,False,False,True,False,0.5476,244,0,2,0,4,0
0.49,0.67,6,286,4,0,0,0,False,False,False,False,False,False,True,False,False,True,False,0.24009999999999998,286,0,4,0,6,0
0.46,0.55,3,139,2,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.2116,0,139,0,2,0,3
0.9,0.91,5,176,3,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.81,0,176,0,3,0,5
0.7,0.67,5,136,3,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.48999999999999994,0,136,0,3,0,5
0.84,0.71,4,222,2,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.7055999999999999,0,222,0,2,0,4
0.89,0.77,4,269,4,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.7921,0,269,0,4,0,4
0.59,0.87,4,183,2,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.34809999999999997,0,183,0,2,0,4
0.57,0.72,3,206,3,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.32489999999999997,0,206,0,3,0,3
0.53,0.49,3,158,3,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.28090000000000004,0,158,0,3,0,3
0.83,0.89,4,136,3,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.6889,0,136,0,3,0,4
0.51,0.66,4,182,2,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.2601,0,182,0,2,0,4
0.78,0.61,4,268,3,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.6084,0,268,0,3,0,4
0.52,0.69,3,144,3,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.27040000000000003,0,144,0,3,0,3
0.42,0.5,5,286,4,0,0,0,False,False,False,False,False,False,True,False,False,False,False,0.17639999999999997,0,0,0,0,0,0
0.61,0.38,2,268,3,0,0,0,False,False,False,False,False,False,True,False,False,True,False,0.3721,268,0,3,0,2,0
0.85,1.0,3,255,3,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.7224999999999999,0,255,0,3,0,3
0.17,0.85,6,245,5,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.028900000000000006,0,245,0,5,0,6
0.79,0.52,3,134,2,1,0,0,False,False,False,False,False,False,True,False,False,False,True,0.6241000000000001,0,134,0,2,0,3
0.56,0.98,3,251,3,1,0,0,False,True,False,False,False,False,False,False,False,False,True,0.31360000000000005,0,251,0,3,0,3
0.5,0.73,5,165,2,0,0,0,False,True,False,False,False,False,False,False,False,True,False,0.25,165,0,2,0,5,0
0.51,0.53,3,223,2,1,0,0,False,True,False,False,False,False,False,False,False,True,False,0.2601,223,0,2,0,3,0
0.77,0.67,4,225,4,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0.5929,225,0,4,0,4,0
0.84,0.9,3,196,3,1,0,0,False,False,True,False,False,False,False,False,False,True,False,0.7055999999999999,196,0,3,0,3,0
0.21,0.49,3,253,3,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0.04409999999999999,253,0,3,0,3,0
0.65,0.57,5,222,3,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0.42250000000000004,222,0,3,0,5,0
0.95,0.87,4,135,3,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.9025,135,0,3,0,4,0
0.8,0.75,4,217,2,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.6400000000000001,217,0,2,0,4,0
0.77,0.85,5,192,2,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.5929,192,0,2,0,5,0
0.57,0.7,3,172,3,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.32489999999999997,172,0,3,0,3,0
0.92,0.55,4,183,3,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.8464,183,0,3,0,4,0
1.0,0.71,5,186,2,0,0,0,False,False,False,False,False,False,False,False,True,True,False,1.0,186,0,2,0,5,0
0.85,0.67,4,163,3,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.7224999999999999,163,0,3,0,4,0
0.57,0.8,4,262,3,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.32489999999999997,262,0,3,0,4,0
0.66,0.68,3,202,3,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.43560000000000004,202,0,3,0,3,0
0.85,0.8,4,248,3,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.7224999999999999,248,0,3,0,4,0
0.99,0.5,5,214,2,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.9801,214,0,2,0,5,0
0.91,0.82,4,260,4,0,0,0,False,False,False,False,False,False,False,True,False,True,False,0.8281000000000001,260,0,4,0,4,0
0.96,0.97,4,260,3,0,0,0,False,False,False,False,False,False,False,True,False,True,False,0.9216,260,0,3,0,4,0
0.49,0.52,4,251,2,0,0,0,False,False,False,False,False,False,False,True,False,True,False,0.24009999999999998,251,0,2,0,4,0
0.39,0.85,5,179,5,0,0,0,False,False,False,False,False,False,False,True,False,True,False,0.1521,179,0,5,0,5,0
0.87,0.74,4,178,2,1,0,0,False,False,False,False,False,False,False,True,False,False,True,0.7569,0,178,0,2,0,4
0.19,0.85,6,210,4,0,0,0,False,False,False,False,False,False,False,True,False,False,True,0.0361,0,210,0,4,0,6
0.9,0.83,3,273,4,0,0,0,False,False,False,False,False,False,False,True,False,False,True,0.81,0,273,0,4,0,3
0.5,0.5,5,166,2,0,0,0,False,False,False,False,False,False,False,True,False,False,True,0.25,0,166,0,2,0,5
0.7,0.9,5,246,2,0,0,0,False,False,False,False,False,False,False,True,False,False,True,0.48999999999999994,0,246,0,2,0,5
0.52,0.55,5,192,3,0,0,0,False,False,False,False,False,False,False,True,False,False,True,0.27040000000000003,0,192,0,3,0,5
0.71,0.69,3,274,3,0,0,0,False,False,False,False,False,False,False,True,False,False,True,0.5041,0,274,0,3,0,3
0.4,0.41,3,232,3,0,0,0,False,False,False,False,False,False,False,False,True,False,True,0.16000000000000003,0,232,0,3,0,3
0.96,0.53,3,158,4,0,0,0,False,False,False,False,False,False,False,False,True,False,True,0.9216,0,158,0,4,0,3
0.86,0.92,5,137,3,0,0,0,False,False,False,False,False,False,False,False,True,False,True,0.7395999999999999,0,137,0,3,0,5
0.68,0.85,3,209,2,0,0,0,False,False,False,True,False,False,False,False,False,False,True,0.4624000000000001,0,209,0,2,0,3
0.56,0.64,3,206,2,0,0,0,False,False,False,False,False,False,False,False,False,False,True,0.31360000000000005,0,206,0,2,0,3
0.65,0.56,3,230,2,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0.42250000000000004,0,0,0,0,0,0
0.98,0.61,5,239,3,0,0,0,False,False,False,False,False,False,False,False,False,True,False,0.9603999999999999,239,0,3,0,5,0
0.18,0.51,5,159,6,0,0,0,False,False,False,False,False,False,False,False,False,False,True,0.0324,0,159,0,6,0,5
0.66,0.65,4,244,2,0,0,0,False,False,False,False,False,False,False,False,False,False,True,0.43560000000000004,0,244,0,2,0,4
0.14,0.51,5,259,5,0,0,0,False,False,False,False,False,True,False,False,False,False,True,0.019600000000000003,0,259,0,5,0,5
0.94,0.8,5,245,3,1,0,0,False,False,False,False,False,True,False,False,False,False,True,0.8835999999999999,0,245,0,3,0,5
0.56,1.0,3,141,2,1,0,0,False,False,False,False,False,True,False,False,False,True,False,0.31360000000000005,141,0,2,0,3,0
0.56,0.8,5,202,4,0,0,0,False,False,False,False,False,True,False,False,False,True,False,0.31360000000000005,202,0,4,0,5,0
0.59,0.89,5,143,3,1,0,0,False,False,False,False,False,False,False,False,False,True,False,0.34809999999999997,143,0,3,0,5,0
0.63,0.62,4,286,5,1,0,0,True,False,False,False,False,False,False,False,False,True,False,0.39690000000000003,286,0,5,0,4,0
0.97,0.88,5,173,3,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0.9409,173,0,3,0,5,0
0.76,0.7,5,195,3,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0.5776,195,0,3,0,5,0
0.85,0.58,4,167,4,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0.7224999999999999,167,0,4,0,4,0
0.23,0.73,5,197,4,1,0,0,True,False,False,False,False,False,False,False,False,True,False,0.0529,197,0,4,0,5,0
0.68,0.62,3,255,5,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0.4624000000000001,255,0,5,0,3,0
0.71,0.73,3,274,3,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0.5041,274,0,3,0,3,0
0.5,0.59,3,192,2,0,0,0,False,False,False,False,False,False,True,False,False,True,False,0.25,192,0,2,0,3,0
0.61,0.7,3,225,3,0,0,0,False,True,False,False,False,False,False,False,False,True,False,0.3721,225,0,3,0,3,0
0.99,0.65,3,209,2,1,0,0,False,False,False,False,False,False,False,True,False,True,False,0.9801,209,0,2,0,3,0
0.97,0.86,5,222,3,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.9409,222,0,3,0,5,0
0.82,0.71,5,208,2,0,0,0,False,False,False,True,False,False,False,False,False,True,False,0.6723999999999999,208,0,2,0,5,0
0.72,0.68,5,162,5,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0.5184,162,0,5,0,5,0
0.53,0.74,3,135,2,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0.28090000000000004,135,0,2,0,3,0
0.55,0.87,4,200,3,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0.30250000000000005,200,0,3,0,4,0
0.52,0.53,4,159,4,0,0,0,False,False,False,False,False,False,True,False,False,True,False,0.27040000000000003,159,0,4,0,4,0
0.8,0.81,5,156,2,0,0,0,False,False,False,False,False,False,True,False,False,True,False,0.6400000000000001,156,0,2,0,5,0
0.51,0.95,4,169,3,1,0,0,False,False,False,False,False,False,True,False,False,True,False,0.2601,169,0,3,0,4,0
0.66,0.65,4,154,3,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.43560000000000004,0,154,0,3,0,4
0.56,0.43,2,169,3,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.31360000000000005,0,169,0,3,0,2
0.5,0.84,3,233,3,1,0,0,False,False,False,False,False,False,True,False,False,False,True,0.25,0,233,0,3,0,3
0.94,0.78,3,218,2,1,0,0,False,False,False,False,False,False,True,False,False,False,True,0.8835999999999999,0,218,0,2,0,3
0.42,0.8,4,279,6,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.17639999999999997,0,279,0,6,0,4
0.6,0.61,3,195,3,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.36,0,195,0,3,0,3
0.55,0.71,4,223,3,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.30250000000000005,0,223,0,3,0,4
0.76,0.72,3,275,4,1,0,0,False,False,False,False,False,False,True,False,False,False,True,0.5776,0,275,0,4,0,3
0.84,0.74,3,234,3,1,0,0,False,False,False,False,False,False,True,False,False,False,True,0.7055999999999999,0,234,0,3,0,3
0.33,0.62,4,113,6,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.10890000000000001,0,113,0,6,0,4
0.61,0.95,3,133,5,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.3721,0,133,0,5,0,3
0.91,0.93,5,158,4,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.8281000000000001,0,158,0,4,0,5
0.73,0.74,4,214,3,0,0,0,False,False,False,False,False,False,True,False,False,False,False,0.5328999999999999,0,0,0,0,0,0
0.87,0.67,4,272,4,0,0,0,False,False,False,False,False,False,True,False,False,True,False,0.7569,272,0,4,0,4,0
0.38,0.42,2,127,4,0,0,0,False,False,False,False,False,False,True,False,False,False,True,0.1444,0,127,0,4,0,2
0.8,0.51,4,141,3,1,0,0,False,False,False,False,False,False,True,False,False,False,True,0.6400000000000001,0,141,0,3,0,4
0.69,0.8,5,263,3,1,0,0,False,True,False,False,False,False,False,False,False,False,True,0.4760999999999999,0,263,0,3,0,5
0.99,0.92,5,174,5,0,0,0,False,True,False,False,False,False,False,False,False,False,True,0.9801,0,174,0,5,0,5
0.92,0.76,5,246,2,1,0,0,False,True,False,False,False,False,False,False,False,True,False,0.8464,246,0,2,0,5,0
0.6,0.88,3,201,2,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0.36,201,0,2,0,3,0
0.89,0.93,3,181,3,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0.7921,181,0,3,0,3,0
0.91,0.93,3,238,2,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0.8281000000000001,238,0,2,0,3,0
0.35,0.52,3,167,2,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0.12249999999999998,167,0,2,0,3,0
0.88,0.68,5,224,2,0,0,0,False,False,False,False,False,False,False,False,True,True,False,0.7744,224,0,2,0,5,0
